new_clipi-j,old_clipi-j,id,name,nodding,looking_down,getting_closer,active_hand,smile,vol_mean,vol_std,pitch_mean,pitch_std,word_num,sentiment,positive,negative,neutral,w0,w1,w2,w3,w4,event_type,time_start,time_end,dialogue
clip42-7,clip45-3,3,Natalie,1,0,0,0,0,0,0,0,0,0,0,0.243,0.232,0.525,0.136,0.145,0.138,0.152,0.135,all_activity,55:04.6,55:15.9,"Good Kathy good gabrielle good Carla begum yep excellent now remember it's not a big lean it's not about going from here, all the way over to here it's about just going from topic, one topic to."
clip42-8,clip45-4,3,Natalie,1,0,0,0,0,0,0,0,0,0,0,0.197,0.121,0.682,0.136,0.145,0.138,0.152,0.135,all_activity,55:17.1,55:36.1,Round two same gestures again now add movement you're in Chapter one wherever you get to your three second pause pause your gestures shift then finish your quote on that second part okay still no words gestures and move it ready 321 go.
clip42-9,clip46-1,3,Natalie,1,0,0,0,1,0,0,0,0,0,0,0.322,0.126,0.552,0.136,0.145,0.138,0.152,0.135,all_activity,55:51.5,56:07.7,"All right, there we go Carla I was looking for this, because that's that's your last word, so I know that's when your you got your through now let's do round three round three is say your words out loud put it all together gesture movement and words 321 go."
clip42-10,clip46-2,3,Natalie,1,0,0,0,1,0,0,0,0,0,0,0.124,0.094,0.782,0.136,0.145,0.138,0.152,0.135,all_activity,56:21.3,56:29.2,"Okay, Carl I didn't see a movement Carla Member Chapter one chapter two Okay, you have another chance to do that."
clip42-11,clip46-3,3,Natalie,1,0,0,0,0,0,0,0,0,0,0,0.09,0.035,0.875,0.136,0.145,0.138,0.152,0.135,all_activity,56:29.6,56:32.7,What we're going to do right now is put everything together and have you.
clip42-12,clip46-4,3,Natalie,1,0,0,0,0,0,0,0,0,0,0,0.043,0.026,0.931,0.136,0.145,0.138,0.152,0.135,all_activity,56:32.7,56:46.7,record yourself one last time okay so right now take two minutes individual prep that's it two minutes individual prep and then we're going to do a dry run and then you're going to record yourself Those are the three steps we're doing now for individual prep take a look at your quote.
clip42-13,clip46-5,3,Natalie,1,0,0,0,0,0,0,0,0,0,0,0.271,0.049,0.68,0.136,0.145,0.138,0.152,0.135,all_activity,56:47.8,56:55.2,you're allowed your diaphragm whisper your super fast your staccato your three second pause make any changes that you might want.
clip42-14,clip46-6,3,Natalie,1,0,0,0,0,0,0,0,0,0,0,0.239,0.13,0.631,0.136,0.145,0.138,0.152,0.135,all_activity,56:55.9,57:04.9,"To put everything together, you also going to do your gestures you're also going to do your movement you're going to do all eight things together so right now individual prep for one minute."
clip42-15,clip46-7,3,Natalie,1,0,0,0,0,0,0,0,0,0,0,0.228,0.045,0.727,0.136,0.145,0.138,0.152,0.135,all_activity,57:06.1,57:08.1,make any changes that you want them will do a drive them.
clip42-16,clip47-1,3,Natalie,1,1,1,0,0,0,0,0,0,0,0,0.002,0.001,0.997,0.264,0.24,0.284,0.294,0.268,all_activity,57:25.8,57:30.9,"Alright looks like folks are already in the dry run So yes, everybody go for it for dry run right now stay on mute."
clip42-17,clip47-2,3,Natalie,1,0,1,0,0,0,0,0,0,0,0,0.208,0.065,0.727,0.225,0.24,0.223,0.234,0.224,all_activity,57:31.3,57:47.5,"Do your quote out loud with your gestures with your movement with your volume with your speed put it all together out loud try to do it 234 times until I call time, so when you're done go back to the beginning do it again do it again alright 321 go."
clip42-18,clip48-1,3,Natalie,1,0,0,0,0,0,0,0,0,0,0,0.094,0.027,0.879,0.136,0.145,0.138,0.152,0.135,all_activity,58:10.4,58:14.9,"Alright, one more time everybody back to the beginning, one last time start to finish, go."
clip43-1,clip48-2,3,Natalie,0,0,1,0,0,0,0,0,0,0,0,0.032,0.007,0.961,0.126,0.127,0.119,0.114,0.127,all_activity,58:29.1,58:42.0,"All right, here we go everybody's going to come off mute and do your quote in front of the group, but you're going to record yourself so each person is going to be in the spotlight we're just going to go quickly 10 seconds each person doesn't mean you rush through it."
clip43-3,clip48-4,3,Natalie,0,0,0,0,0,0,0,0,0,0,0,0.347,0.144,0.509,0.036,0.032,0.034,0.033,0.037,all_activity,58:53.4,59:01.6,"When we go we're going to go in order here that I see on my screen we're going to go Gabriella, then the gum then Carla Gabriella number gum then Carla."
clip43-4,clip48-5,3,Natalie,1,1,1,0,0,0,0,0,0,0,0,0.206,0.106,0.688,0.264,0.24,0.284,0.294,0.268,all_activity,59:02.3,59:20.0,When I call your name you're going to come off mute hit record look up here at the audience up here forget your camera don't worry about that go ahead do your quote with everything in it and then end the recording and we'll go on to the next person alright Carla you sent out.
clip43-5,clip49-1,3,Natalie,1,0,0,0,0,0,0,0,0,0,0,0.35,0.097,0.553,0.136,0.145,0.138,0.152,0.135,all_activity,59:26.5,59:28.2,"I am, oh no i'm sorry Gabriella."
clip43-6,clip49-2,3,Natalie,1,0,0,0,0,0,0,0,0,0,0,0.216,0.069,0.715,0.136,0.145,0.138,0.152,0.135,all_activity,59:29.5,59:30.5,Gabriella you said.
clip43-7,clip49-3,3,Natalie,0,0,0,0,1,0,0,0,0,0,0,0.22,0.05,0.73,0.036,0.032,0.034,0.033,0.037,all_activity,59:31.0,59:32.0,"Yes, I am."
clip43-8,clip49-4,3,Natalie,0,0,0,0,0,0,0,0,0,0,0,0.308,0.175,0.517,0.036,0.032,0.034,0.033,0.037,all_activity,59:32.4,59:36.0,Alright 321 go.
clip43-9,clip49-5,3,Natalie,0,0,0,0,0,0,0,0,0,0,0,0.25,0.076,0.674,0.036,0.032,0.034,0.033,0.037,all_activity,59:37.6,59:40.0,seek first to understand.
clip43-10,clip49-6,3,Natalie,0,0,0,0,1,0,0,0,0,0,0,0.124,0.024,0.852,0.036,0.032,0.034,0.033,0.037,all_activity,59:41.9,59:44.1,"Then, to be understood."
clip43-11,clip49-7,3,Natalie,1,0,0,0,1,0,0,0,0,0,0,0.134,0.037,0.829,0.136,0.145,0.138,0.152,0.135,all_activity,59:45.9,59:50.5,And the recording actually bargate gabrielle Beckham over to you then Carla then Kathy.
clip43-12,clip49-8,3,Natalie,1,0,0,0,0,0,0,0,0,0,0,0.19,0.035,0.775,0.136,0.145,0.138,0.152,0.135,all_activity,59:52.9,00:01.9,"You can either look for reasons to succeed or find excuses to fail, what are they searching for."
clip43-13,clip49-9,3,Natalie,0,0,0,0,0,0,0,0,0,0,0,0.1,0.015,0.885,0.036,0.032,0.034,0.033,0.037,all_activity,00:03.5,00:04.0,I will.
clip43-14,clip49-10,3,Natalie,1,0,0,0,1,0,0,0,0,0,0,0.16,0.044,0.796,0.136,0.145,0.138,0.152,0.135,all_activity,00:04.6,00:08.1,"end the recording that's all right good job excellent work, the gun Carla."
clip43-15,clip49-11,3,Natalie,0,0,0,0,0,0,0,0,0,0,0,0.143,0.033,0.824,0.036,0.032,0.034,0.033,0.037,all_activity,00:08.1,00:09.3,Thank Kathy the natalie.
clip43-16,clip49-12,3,Natalie,1,0,0,0,0,0,0,0,0,0,0,0.195,0.085,0.72,0.136,0.145,0.138,0.152,0.135,all_activity,00:11.9,00:20.1,"People will forget what you have said, people will forget what you did, but people will never forget what do make them feel."
clip43-17,clip49-13,3,Natalie,1,0,0,0,0,0,0,0,0,0,0,0.289,0.085,0.626,0.136,0.145,0.138,0.152,0.135,all_activity,00:20.4,00:23.5,"Nice Oh, and I, like the gestures happy then natalie go for."
clip43-18,clip49-14,3,Natalie,0,0,0,0,0,0,0,0,0,0,0,0.333,0.228,0.439,0.036,0.032,0.034,0.033,0.037,all_activity,00:23.5,00:23.9,Cathy.
clip43-19,clip49-15,3,Natalie,1,0,0,1,0,0,0,0,0,0,0,0.285,0.064,0.651,0.214,0.22,0.214,0.221,0.214,all_activity,00:30.2,00:34.8,Successes getting what you want happiness is getting what you want.
clip43-20,clip49-16,3,Natalie,1,0,0,1,0,0,0,0,0,0,0,0.272,0.064,0.664,0.214,0.22,0.214,0.221,0.214,all_activity,00:37.3,00:43.1,nice little pause there and smile have an excellent work coming in halfway and still crushing it were to catch up.
clip43-21,clip49-17,3,Natalie,1,0,0,0,0,0,0,0,0,0,0,0.214,0.099,0.687,0.136,0.145,0.138,0.152,0.135,all_activity,00:43.4,00:45.3,natalie why don't you bring us home what's your quote.
clip43-22,clip49-18,3,Natalie,1,0,1,0,1,38.93326243,22.856009,175.913331,24.4183753,15,0.675,0.363,0.08,0.557,0.378,0.404,0.373,0.384,0.375,all_activity,00:47.5,00:57.1,"Our greatest glory is not in never failing, but in rising every time we full."
clip1-1,clip1-1,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.512,0.068,0.42,0.036,0.032,0.034,0.033,0.037,all_activity,00:02.4,00:19.9,"And now I will read the instructions, because I forgot to hit record alright so folks who are watching the recording what everybody's doing right now is going to the PDF that was sent by Andrew on October 19 PDF has a lot of pages it's titled city workbook I CRM 2021."
clip1-2,clip1-2,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.474,0.051,0.475,0.036,0.032,0.034,0.033,0.037,all_activity,00:20.9,00:26.8,Page six and seven of that workbook as a whole bunch of inspirational quotes.
clip1-3,clip1-3,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.44,0.045,0.515,0.036,0.032,0.034,0.033,0.037,all_activity,00:27.3,00:37.3,"find one quote one that you like a lot and rewrite it three right in front of you, Nice and big on a piece of scrap paper fill up the whole page with that quote."
clip1-4,clip1-4,4,Karla,1,0,0,0,1,0,0,0,0,0,0,0.022,0.004,0.974,0.136,0.145,0.138,0.152,0.135,all_activity,00:37.6,00:46.9,"Or do it a digital word document, if you want, but flip it landscape, make it Nice and big increase that font size to 48 or 48 point or whatever it is to make it Nice and big."
clip1-5,clip1-5,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.225,0.016,0.759,0.036,0.032,0.034,0.033,0.037,all_activity,01:32.0,01:32.4,Go.
clip1-6,clip1-6,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.496,0.055,0.449,0.036,0.032,0.034,0.033,0.037,all_activity,01:33.4,01:35.0,30 seconds more.
clip1-7,clip1-7,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.047,0.003,0.95,0.036,0.032,0.034,0.033,0.037,all_activity,01:59.4,01:59.7,that's it.
clip1-8,clip1-8,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.204,0.056,0.74,0.036,0.032,0.034,0.033,0.037,all_activity,02:03.1,02:06.0,"All right, thumbs up if you have yours ready to go."
clip1-9,clip1-9,4,Karla,0,0,1,0,0,0,0,0,0,0,0,0.275,0.092,0.633,0.126,0.127,0.119,0.114,0.127,all_activity,02:07.4,02:14.6,Carla you're good you're good okay now for the next 20 seconds i'd like everybody to go on mute.
clip2-1,clip2-1,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.206,0.009,0.785,0.136,0.145,0.138,0.152,0.135,all_activity,02:15.2,02:21.2,"Most people are begging them i'm just gonna put you on mute there we go, I mean each person on mute what i'd like you to do is take your phone."
clip2-2,clip2-2,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.219,0.01,0.771,0.136,0.145,0.138,0.152,0.135,all_activity,02:22.1,02:32.1,Go to your video out your camera APP switcher the video flip it around so it's video selfie so that you can see yourself i'd like you to record yourself so prop up your phone.
clip2-3,clip2-3,4,Karla,1,1,1,0,0,0,0,0,0,0,0,0.084,0.034,0.882,0.264,0.24,0.284,0.294,0.268,all_activity,02:32.8,02:43.7,"prop up your phone so you're not holding your phone but prop it up in front of you, maybe against a lamp or a wall or your monitor hit record and record yourself delivering the quote to your phone."
clip2-4,clip2-4,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.037,0.003,0.96,0.136,0.145,0.138,0.152,0.135,all_activity,02:44.8,02:51.1,that's it it's only going to take your 10 seconds prop up your phone landscape mode hit record deliver yourself.
clip2-5,clip2-5,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.146,0.012,0.842,0.036,0.032,0.034,0.033,0.037,all_activity,02:52.9,02:55.2,record yourself delivering your quote go for it.
clip3-1,clip3-1,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.401,0.013,0.586,0.136,0.145,0.138,0.152,0.135,single_question,03:30.7,03:36.4,Carla Carla you just finished natalie are you looking around for like a quiet conference room or something for yourself.
clip3-2,clip3-2,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.436,0.016,0.548,0.136,0.145,0.138,0.152,0.135,single_question,03:36.6,03:44.9,"yeah i'm not going to be able to do that in the office but that's fine because this stuff i've done many times, through just my taste masters history so."
clip3-3,clip3-3,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.091,0.01,0.899,0.036,0.032,0.034,0.033,0.037,single_question,03:45.2,03:45.5,don't worry.
clip3-4,clip3-4,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.245,0.015,0.74,0.136,0.145,0.138,0.152,0.135,single_question,03:45.7,03:47.1,i'm absorbing.
clip3-5,clip3-5,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.346,0.015,0.639,0.036,0.032,0.034,0.033,0.037,single_question,03:47.6,03:49.4,"Okay, we are facing."
clip3-6,clip3-6,4,Karla,1,0,0,1,0,0,0,0,0,0,0,0.308,0.008,0.684,0.214,0.22,0.214,0.221,0.214,single_question,03:49.9,03:57.1,Today is all about a deep dive in our voice techniques so you're going to be doing some pretty weird stuff just so you know.
clip3-7,clip3-7,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.457,0.021,0.522,0.136,0.145,0.138,0.152,0.135,single_question,03:57.8,04:02.1,"yeah I might just have to take notes and practice, it when i'm able to get away from."
clip3-8,clip3-8,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.417,0.035,0.548,0.136,0.145,0.138,0.152,0.135,single_question,04:03.7,04:05.4,me but i'll do what I can.
clip7-1,clip8-1,4,Karla,1,1,0,1,0,0,0,0,0,0,0,0.148,0.014,0.838,0.254,0.22,0.275,0.281,0.259,all_question,09:26.8,09:37.6,"So here we go, I will need a couple of volunteers to help me through each of the activities, who would like to be my first volunteer to help me DEMO the three techniques for volume."
clip7-2,clip8-2,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.565,0.012,0.423,0.036,0.032,0.034,0.033,0.037,all_question,09:42.7,09:47.3,"My GM yep Oh, and then gabriola you can do next, I saw the GM first all right."
clip7-3,clip8-3,4,Karla,0,0,1,0,0,0,0,0,0,0,0,0.037,0.007,0.956,0.126,0.127,0.119,0.114,0.127,all_question,09:47.5,09:51.3,"Okay, wait I i'm you were raising your hand right."
clip7-4,clip8-4,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.164,0.01,0.826,0.036,0.032,0.034,0.033,0.037,all_question,09:51.4,09:53.7,I was I i'm just so excited.
clip7-5,clip8-5,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.274,0.037,0.689,0.036,0.032,0.034,0.033,0.037,all_question,09:53.8,09:55.6,If I couldn't do it or not.
clip7-6,clip8-6,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.039,0.003,0.958,0.036,0.032,0.034,0.033,0.037,all_question,09:57.5,09:58.1,"Do it, you can."
clip7-7,clip8-7,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.072,0.011,0.917,0.036,0.032,0.034,0.033,0.037,all_question,09:58.6,09:59.2,Do it alright.
clip7-8,clip8-8,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.019,0.003,0.978,0.036,0.032,0.034,0.033,0.037,all_question,09:59.4,10:02.2,"So trust the process I won't let you down, I promise."
clip8-1,clip9-1,4,Karla,1,0,1,0,1,0,0,0,0,0,0,0.095,0.01,0.895,0.225,0.24,0.223,0.234,0.224,all_activity,10:03.5,10:11.7,"Now, in a moment, I want you to read your quote to the rest of the group Okay, and everybody else everybody else, I want you to put your hand up like this."
clip8-2,clip9-2,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.472,0.017,0.511,0.036,0.032,0.034,0.033,0.037,all_activity,10:13.4,10:22.7,"This is a meter I want you to listen to the GM as she reads for quote, and I want you to gauge the volume of her voice with your meter so she gets."
clip8-3,clip9-3,4,Karla,1,0,1,0,0,0,0,0,0,0,0,0.28,0.018,0.702,0.225,0.24,0.223,0.234,0.224,all_activity,10:23.0,10:38.2,"A little loud way loud little soft way soft I want you to gauge it with your meter based on what you're hearing and so it's accurate, I need Gabriella natalie Carla close your eyes focus only on the volume of her voice, but don't go ahead when you're ready."
clip8-4,clip9-4,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0.989,0.036,0.032,0.034,0.033,0.037,all_activity,10:39.7,10:47.3,"You can either look for a reason to succeed or find excuses to fail, what are you searching for."
clip8-5,clip9-5,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.121,0.031,0.848,0.136,0.145,0.138,0.152,0.135,all_activity,10:48.5,10:52.3,"All right, freeze open your eyes everybody where was her range from where to where."
clip9-1,clip10-1,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.382,0.008,0.61,0.036,0.032,0.034,0.033,0.037,single_question,10:54.4,11:03.6,"All right, natalie now is natalie if she was using 100% of a range meaning she went all the way up all the way down what percent of her total range, do you think she used."
clip9-2,clip10-2,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.474,0.128,0.398,0.136,0.145,0.138,0.152,0.135,single_question,11:05.0,11:06.0,It was it was small.
clip9-3,clip10-3,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.629,0.09,0.281,0.036,0.032,0.034,0.033,0.037,single_question,11:06.6,11:10.7,yeah yeah I think you had probably let's say like 10% 15%.
clip10-1,clip11-1,4,Karla,1,0,0,1,0,0,0,0,0,0,0,0.157,0.021,0.822,0.214,0.22,0.214,0.221,0.214,all_activity,11:12.3,11:23.8,"All right, let's figure out what our range is so this is this is going to be for everybody, except natalie natalie you just stay on mute definitely don't do this next thing everybody else, unless you have."
clip10-2,clip11-2,4,Karla,1,0,1,0,1,0,0,0,0,0,0,0.299,0.085,0.616,0.225,0.24,0.223,0.234,0.224,all_activity,11:24.2,11:38.2,"A sleeping person in your House, then please come off mute we're going to figure out what our ranges so everybody put your hands down out like this, but i'm yep you can join us for this activity now put it down to zero."
clip10-3,clip11-3,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.478,0.089,0.433,0.036,0.032,0.034,0.033,0.037,all_activity,11:40.0,11:49.0,So what we're going to do yep down to zero what we're going to do is we're going to count all together from zero to 100 every 20.
clip10-4,clip11-4,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.584,0.033,0.383,0.136,0.145,0.138,0.152,0.135,all_activity,11:50.1,11:52.7,And we're going to get progressively louder as we go.
clip10-5,clip11-5,4,Karla,1,0,0,0,1,0,0,0,0,0,0,0.432,0.03,0.538,0.136,0.145,0.138,0.152,0.135,all_activity,11:53.9,12:12.1,So at zero here you and then 2040 6080 and so when we're at 100 we are yelling a little bit okay if everybody hands at zero yeah natalie you might want to turn that down a little bit all right 321 go.
clip10-6,clip11-6,4,Karla,0,0,0,0,0,56.651714,14.20256172,167.6709696,6.743767043,1,0,0.332,0.02,0.648,0.143,0.149,0.139,0.139,0.142,all_activity,12:13.2,12:13.7,See.
clip10-7,clip11-7,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.08,0.007,0.913,0.136,0.145,0.138,0.152,0.135,all_activity,12:14.3,12:18.5,20 4046 EC.
clip11-1,clip11-8,4,Karla,1,0,0,1,1,0,0,0,0,0,0,0.08,0.017,0.903,0.214,0.22,0.214,0.221,0.214,none,12:22.3,12:23.9,"Alright, good now The good news is."
clip11-2,clip12-1,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.249,0.07,0.681,0.136,0.145,0.138,0.152,0.135,none,12:24.1,12:31.8,The good news is you don't have to go from zero to 100 to get the attention of the audience it's not volume alone.
clip11-3,clip12-2,4,Karla,1,0,0,1,0,0,0,0,0,0,0,0.151,0.016,0.833,0.214,0.22,0.214,0.221,0.214,none,12:32.5,12:43.9,That lowers filters it's any change in value changing volume that lowers filters audiences years they detect that change they perk up they listen and they want to say hey what was that.
clip11-4,clip12-3,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.026,0.001,0.973,0.136,0.145,0.138,0.152,0.135,none,12:44.4,12:57.7,"So it's changing value alright, but going back to you we're going to do, and actually each of you what what's going to be helpful, is when you have your quote go up in the corner and write down a list one through six."
clip11-5,clip12-4,4,Karla,0,1,1,0,0,0,0,0,0,0,0,0.019,0.006,0.975,0.165,0.127,0.18,0.175,0.171,none,12:58.8,13:04.1,"One through six you only need a tiny, tiny bit of room you're only going to write one maybe two words."
clip11-6,clip12-5,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.376,0.008,0.616,0.036,0.032,0.034,0.033,0.037,none,13:05.1,13:10.4,"For each item, but this will help you keep track as we start stacking in different techniques."
clip11-7,clip12-6,4,Karla,1,0,0,1,0,0,0,0,0,0,0,0.33,0.022,0.648,0.214,0.22,0.214,0.221,0.214,none,13:10.7,13:23.1,"Of course, you have your your tip sheet and your research stack but, as you go in and you work in practice you'll have that so become on the first one everybody write down number one is loud everybody write down loud."
clip12-1,clip12-7,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.347,0.011,0.642,0.136,0.145,0.138,0.152,0.135,all_activity,13:25.0,13:35.2,"Now the game, I want you to choose one word in your quote just on the beginning part don't worry about the rest of your quote, that you want to place bold emphasis on."
clip12-2,clip12-8,4,Karla,0,0,0,1,0,0,0,0,0,0,0,0.524,0.032,0.444,0.115,0.107,0.11,0.101,0.117,all_activity,13:36.3,13:37.6,When you have that one word.
clip12-3,clip12-9,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.481,0.106,0.413,0.136,0.145,0.138,0.152,0.135,all_activity,13:38.6,13:47.8,"tell me what that word is each of you look at your quote do the same thing that the GM and I do here, everybody find one word that you want to place both emphasis on."
clip12-4,clip13-1,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.048,0.022,0.93,0.036,0.032,0.034,0.033,0.037,all_activity,13:51.8,13:52.7,Shall I say.
clip12-5,clip13-2,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.055,0.017,0.928,0.036,0.032,0.034,0.033,0.037,all_activity,13:53.2,13:54.4,"yeah go for it, what is it."
clip12-6,clip13-3,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.217,0.075,0.708,0.136,0.145,0.138,0.152,0.135,all_activity,13:54.7,14:05.0,"Look look okay Now you can indicate that on your sheet, however, you want, you can bold it, you can underline it, you can circle it whatever you want okay."
clip13-1,clip14-1,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.16,0.024,0.816,0.136,0.145,0.138,0.152,0.135,single_question,14:05.6,14:13.6,"Now, who here raise your hand if you can drive a stick shift or a standard standard car all right natalie, what do you have to do before you change gears."
clip13-2,clip14-2,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.177,0.016,0.807,0.036,0.032,0.034,0.033,0.037,single_question,14:15.0,14:15.7,In the clutch.
clip13-3,clip14-3,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.056,0.012,0.932,0.036,0.032,0.034,0.033,0.037,single_question,14:16.3,14:17.6,And if you don't do the clutch.
clip13-4,clip14-4,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.012,0.004,0.984,0.036,0.032,0.034,0.033,0.037,single_question,14:18.3,14:20.9,That engine went connecting the engine will just go.
clip13-5,clip14-5,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.053,0.005,0.942,0.136,0.145,0.138,0.152,0.135,single_question,14:22.3,14:24.9,and make really bad noises and bad things happen yeah.
clip14-1,clip15-1,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.084,0.047,0.869,0.136,0.145,0.138,0.152,0.135,none,14:25.1,14:31.7,yeah now it's important for each of you to remember when you change gears in your voice the audience needs a clutch.
clip14-2,clip15-2,4,Karla,1,1,0,0,0,0,0,0,0,0,0,0.107,0.014,0.879,0.175,0.145,0.199,0.213,0.179,none,14:32.5,14:48.2,"Okay, the audience needs a clutch what the clutch is is going to be a micro pause before and after your word before and after your word so where you have the word look, I want you to do a nice big slash right in front of that word."
clip14-3,clip15-3,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.221,0.037,0.742,0.136,0.145,0.138,0.152,0.135,none,14:49.4,14:59.0,And a slash right after that word to indicate that you should do a little micro pause and here's why Let me give you a good example in a bad example i'm gonna start with a bad example.
clip14-4,clip15-4,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.491,0.218,0.291,0.036,0.032,0.034,0.033,0.037,none,15:00.1,15:07.4,"If i'm somebody who's speaking natural normal voice natural normal voice a little bit louder natural normal voice, then I blurred the effect."
clip14-5,clip15-5,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.387,0.076,0.537,0.136,0.145,0.138,0.152,0.135,none,15:09.0,15:20.0,"If it's change that captures the attention of the audience has to be clean crisp change, so what we're looking for is natural normal voice natural normal voice shift out loud."
clip15-1,clip15-6,4,Karla,0,0,0,1,0,0,0,0,0,0,0,0.013,0.008,0.979,0.115,0.107,0.11,0.101,0.117,single_activity,15:21.4,15:25.9,shift down natural normal voice make it a clean crisp change now become I want you to try it now.
clip15-2,clip15-7,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.007,0.003,0.99,0.036,0.032,0.034,0.033,0.037,single_activity,15:26.3,15:38.9,"I want you to do just the first line of your quote where you have your your loud word look don't worry about finishing the quote just give us that first line, but when you get to that word micro pause shift up."
clip15-3,clip16-1,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.248,0.08,0.672,0.136,0.145,0.138,0.152,0.135,single_activity,15:39.8,15:45.6,"shift up about 20 points in your volume, now that word shift down natural normal voice again."
clip15-4,clip16-2,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.213,0.154,0.633,0.036,0.032,0.034,0.033,0.037,single_activity,15:46.4,15:46.7,Okay.
clip15-5,clip16-3,4,Karla,0,0,1,0,0,0,0,0,0,0,0,0.272,0.095,0.633,0.126,0.127,0.119,0.114,0.127,single_activity,15:47.2,15:53.2,"so forth, you can either look for reasons to succeed."
clip15-6,clip16-4,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.022,0.001,0.977,0.036,0.032,0.034,0.033,0.037,single_activity,15:53.9,16:00.6,"And pause right there good now folks, we think that was her loud do we think that was allowed, oh no."
clip15-7,clip16-5,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.032,0.034,0.033,0.037,single_activity,16:01.3,16:02.2,It was emphasis.
clip15-8,clip16-6,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.032,0.034,0.033,0.037,single_activity,16:02.6,16:02.9,It was.
clip15-9,clip16-7,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.022,0.001,0.977,0.036,0.032,0.034,0.033,0.037,single_activity,16:03.2,16:05.3,"Well, strong but it wasn't loud."
clip15-10,clip16-8,4,Karla,1,0,1,0,0,0,0,0,0,0,0,0.564,0.034,0.402,0.225,0.24,0.223,0.234,0.224,single_activity,16:05.7,16:13.7,"Now she she did that also also with her, her eyebrows to so she nodded her head she had other things to place emphasis, but I still want to stretch your voice."
clip15-11,clip16-9,4,Karla,1,0,0,0,0,0,0,0,0,0,0,0.604,0.024,0.372,0.136,0.145,0.138,0.152,0.135,single_activity,16:14.1,16:27.8,"Right it's a big big um I want you to say the word look natural normal voice just say look look now I want you to stretch up 20 points in the volume of your voice, and now that we're even louder go for it."
clip15-12,clip16-10,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.567,0.014,0.419,0.036,0.032,0.034,0.033,0.037,single_activity,16:28.7,16:32.0,"look good good good all right, so that almost there almost there."
clip15-13,clip16-11,4,Karla,0,0,0,0,0,0,0,0,0,0,0,0.258,0.005,0.737,0.036,0.032,0.034,0.033,0.037,single_activity,16:32.5,16:32.9,That doesn't.
